CAGDP9 Real GDP by county and metropolitan area 1
CAGDP9 Real GDP by county and metropolitan area 1
County
GeoFips,GeoName,2017,2018,2019,2020,2021,2022
18087,"Lagrange, IN",1885283,2017466,1884769,1661724,1855131,2084499
18089,"Lake, IN",23680411,23840649,22635834,21288528,22751399,22771391
18091,"LaPorte, IN",4105788,4231110,4120823,3990212,4197586,4177727
18093,"Lawrence, IN",1280171,1344694,1349712,1310643,1464667,1515658
18095,"Madison, IN",3760884,3846659,3863211,3743449,3890168,3878811
18097,"Marion, IN",90087361,92927419,95126100,93825716,99239930,102844605
18099,"Marshall, IN",1681722,1686789,1662438,1623533,1670010,1676921
18101,"Martin, IN",1000966,1038613,1088653,1126856,1135266,1215082
18103,"Miami, IN",992057,989622,959956,907824,947148,880371
18105,"Monroe, IN",6907315,7151367,7063433,6758448,6938545,7171059
18107,"Montgomery, IN",1610818,1663286,1633312,1611785,1739343,1864021
18109,"Morgan, IN",1637497,1728169,1866328,1872853,1763636,1919517
18111,"Newton, IN",318150,332665,322162,340477,376104,365223
18113,"Noble, IN",1874969,1967510,1959535,1850392,1992682,2074984
18115,"Ohio, IN",136347,131014,116078,119000,122227,122541
18117,"Orange, IN",698406,738469,643495,597964,648696,709279
18119,"Owen, IN",499575,519127,525030,524515,579044,613681
18121,"Parke, IN",332800,333109,343254,366399,399912,406171
18123,"Perry, IN",749426,749977,746540,703479,802474,910838
18125,"Pike, IN",820453,680305,719783,648391,726336,693715
18127,"Porter, IN",7254608,7747778,7593062,6925856,7324730,7839876
18129,"Posey, IN",2260375,2810433,3545646,3243097,4119742,3570645
18131,"Pulaski, IN",585043,603536,615079,626359,665662,712036
18133,"Putnam, IN",1144733,1146688,1130284,1082277,1113150,1104042
18135,"Randolph, IN",765259,770297,783478,739853,877868,922462
18137,"Ripley, IN",1163169,1145310,1149353,1157369,1197826,1102178
18139,"Rush, IN",567825,611963,609130,575125,618983,631322
18141,"St. Joseph, IN",13648464,14266887,14592716,13728042,14414936,14862458
18143,"Scott, IN",706888,731098,715625,688643,724789,717758
18145,"Shelby, IN",1933333,2021006,2029838,1904247,1984160,2087349
18147,"Spencer, IN",1248884,1206215,1098481,893487,1004482,1006524
18149,"Starke, IN",461052,513519,537583,539049,549609,522124
18151,"Steuben, IN",1401064,1458378,1473071,1385729,1503247,1509266
18153,"Sullivan, IN",916719,898358,911947,799363,956561,979275
18155,"Switzerland, IN",235232,250656,242307,211960,237517,235889
18157,"Tippecanoe, IN",9794693,10414176,10461315,9715177,9960155,10641227
18159,"Tipton, IN",497493,608483,590955,610890,657477,669417
18161,"Union, IN",142289,146590,139167,141035,145871,139803
18163,"Vanderburgh, IN",11287039,11256514,11501582,10846464,11423858,11537474
18165,"Vermillion, IN",903387,875837,816244,869216,926378,908455
18167,"Vigo, IN",4562584,4584729,4606744,4550677,4774920,4903773
18169,"Wabash, IN",1152613,1163267,1164935,1133832,1249578,1270836
18171,"Warren, IN",218995,227172,218094,224753,300829,284793
18173,"Warrick, IN",2246590,2319961,2316762,2377862,2545865,2584353
18175,"Washington, IN",646723,673426,630550,614508,672760,739281
18177,"Wayne, IN",2760787,2825321,2825488,2724264,2817849,2894783
18179,"Wells, IN",1083817,1141605,1099217,1076891,1188854,1185146
18181,"White, IN",944311,989290,959563,1018777,1114928,1139697
18183,"Whitley, IN",1398013,1541912,1566449,1534179,1782250,2007715
19001,"Adair, IA",349809,360799,371279,443200,501353,501881
19003,"Adams, IA",234992,222054,220658,197413,220340,215986
19005,"Allamakee, IA",628558,609160,594828,598071,557855,553363
19007,"Appanoose, IA",410365,406554,401090,404362,448338,421282
19009,"Audubon, IA",261283,269006,298976,286301,306166,304548
19011,"Benton, IA",809714,842474,860315,839794,885856,894924
19013,"Black Hawk, IA",7815015,7974022,7891355,7918264,8403668,8149083
19015,"Boone, IA",942446,991761,1018386,1024704,1052492,1042577
19017,"Bremer, IA",1113008,1120545,1116133,1074202,1162587,1177966
19019,"Buchanan, IA",795147,781808,768060,755924,784296,786929
19021,"Buena Vista, IA",1246013,1313588,1184907,1243275,1323186,1452784
19023,"Butler, IA",426299,417645,415906,398181,529991,546275
19025,"Calhoun, IA",400377,415122,398395,376676,420480,426539
19027,"Carroll, IA",1428122,1396092,1304023,1293589,1316030,1329933
19029,"Cass, IA",683709,697585,665128,633250,688894,677604
19031,"Cedar, IA",589352,617210,601788,564116,667134,643612
19033,"Cerro Gordo, IA",2535359,2504783,2430187,2422542,2579203,2573895
19035,"Cherokee, IA",680469,709631,617297,624115,710862,777263
19037,"Chickasaw, IA",669950,687553,632626,594953,703822,758966
19039,"Clarke, IA",414907,446128,404098,402034,435156,469695
19041,"Clay, IA",938222,1012875,1012161,1009854,1024855,1068362
19043,"Clayton, IA",879202,879267,867926,800698,826095,825616
19045,"Clinton, IA",2355840,2325573,2211471,2181046,2310217,2311645
19047,"Crawford, IA",782006,799370,760053,725126,796228,791528
19049,"Dallas, IA",5242758,5293956,5662295,5924704,6468013,6601785
19051,"Davis, IA",260100,280190,258954,248554,275594,286898
19053,"Decatur, IA",217191,224198,210929,203430,229286,234236
19055,"Delaware, IA",993535,953307,875574,871796,874613,899084
19057,"Des Moines, IA",2351938,2284205,2183916,2157596,2239257,2205134
19059,"Dickinson, IA",974131,980524,990378,970622,1051014,1051094
19061,"Dubuque, IA",6389591,6378942,6624026,6772031,7048913,6866230
19063,"Emmet, IA",364613,401242,367718,339536,389175,392492
19065,"Fayette, IA",768532,779770,728369,707081,732480,743855
19067,"Floyd, IA",860567,876583,801789,751303,805907,820321
19069,"Franklin, IA",599974,602235,568382,547315,642123,640149
19071,"Fremont, IA",274821,264253,327173,297600,344450,322055
19073,"Greene, IA",448337,482007,469561,463955,547114,537587
19075,"Grundy, IA",492032,491537,498902,500697,584080,584214
19077,"Guthrie, IA",478395,483384,419423,447556,482544,506797
19079,"Hamilton, IA",853092,898722,759682,675889,766151,804219
19081,"Hancock, IA",825161,851546,789929,734549,880583,942274
19083,"Hardin, IA",884415,871825,793795,732457,870276,906654
19085,"Harrison, IA",433075,437928,445147,420361,504965,516351
19087,"Henry, IA",927769,942058,907278,921099,965988,935338
19089,"Howard, IA",442544,459609,446795,437638,502371,509743
19091,"Humboldt, IA",438685,451539,457085,425267,464394,458871
19093,"Ida, IA",518075,528679,532393,587324,600189,583481
19095,"Iowa, IA",1056869,1111663,1063250,963077,1039960,990773
19097,"Jackson, IA",668674,647202,632242,650870,647054,639197
19099,"Jasper, IA",1181379,1175842,1217348,1193848,1274671,1159073
19101,"Jefferson, IA",682470,712102,704001,672127,727457,738526
19103,"Johnson, IA",9669021,9700996,9627039,9317599,9460748,9492245
19105,"Jones, IA",645875,639055,625510,619206,653666,637340
19107,"Keokuk, IA",336176,344748,332666,310002,333275,319652
19109,"Kossuth, IA",938192,951348,883889,807055,984841,984733
19111,"Lee, IA",1814092,1800727,1775915,1864778,1842815,1771261
19113,"Linn, IA",16867116,17176185,16821605,16419464,17306757,17321866
19115,"Louisa, IA",645666,694321,736909,777093,972409,932744
19117,"Lucas, IA",302851,311250,307657,311504,320695,298611
19119,"Lyon, IA",978438,944107,814867,863857,822286,912971
19121,"Madison, IA",429561,430123,418674,419399,452701,451547
19123,"Mahaska, IA",864672,943069,872478,821063,868311,858109
19125,"Marion, IA",1927022,2023807,2205597,2195583,2225929,2112895
19127,"Marshall, IA",1822442,1906967,1866652,1825511,1786164,1766947
19129,"Mills, IA",519896,542034,604190,522219,567149,552579
19131,"Mitchell, IA",619016,666311,670515,579527,604232,633568
19133,"Monona, IA",304291,298052,315851,298278,339020,342642
19135,"Monroe, IA",402057,429960,417169,411476,466479,496812
19137,"Montgomery, IA",418016,422854,422487,409435,450104,443513
19139,"Muscatine, IA",2732058,2700817,2580716,2542297,2522513,2578843
19141,"O'Brien, IA",957344,935332,858935,858641,856850,883743
19143,"Osceola, IA",447181,454239,340170,327620,355806,407093
19145,"Page, IA",608111,606710,618026,586361,641130,621580
19147,"Palo Alto, IA",588624,606677,503411,457819,528845,577658
19149,"Plymouth, IA",1476003,1494653,1415461,1343127,1453299,1526073
19151,"Pocahontas, IA",493271,533231,527187,467002,512855,517436
19153,"Polk, IA",43240294,43303726,44816347,45908548,48921087,47683356
19155,"Pottawattamie, IA",4349095,4510550,4370722,4115273,4317964,4349226
19157,"Poweshiek, IA",1051882,1090946,1103209,1123069,1182184,1222295
19159,"Ringgold, IA",189216,192019,185375,173802,176273,165129
19161,"Sac, IA",523685,536643,499063,472801,541844,571402
19163,"Scott, IA",9505890,9402538,9591035,9464867,9802814,9868941
19165,"Shelby, IA",676877,704335,702083,666914,773997,768800
19167,"Sioux, IA",2622378,2652098,2322570,2457050,2369324,2587382
19169,"Story, IA",5502762,5571697,5635840,5544734,5799272,5782585
19171,"Tama, IA",569743,608590,611137,643935,694249,684535
19173,"Taylor, IA",244356,249999,251101,247291,301172,293879
19175,"Union, IA",589546,625610,640115,684301,783221,839681
19177,"Van Buren, IA",230317,238700,222464,215901,244661,232442
19179,"Wapello, IA",1725737,1691883,1657608,1641566,1764162,1723775
19181,"Warren, IA",1238766,1242968,1279175,1272428,1391443,1368732
19183,"Washington, IA",1151164,1218328,1201683,1040767,1201344,1270872
19185,"Wayne, IA",220089,238307,225843,215535,267639,248624
19187,"Webster, IA",2156663,2099608,2040163,1948087,2088476,2105636
19189,"Winnebago, IA",399037,429202,407607,429977,478883,507405
19191,"Winneshiek, IA",957951,976844,967015,986008,1003796,986693
19193,"Woodbury, IA",5168011,5365311,5241792,5118383,5273987,5217724
19195,"Worth, IA",298086,294071,297646,286530,354820,351158
19197,"Wright, IA",687566,780747,658320,632958,739559,877648
20001,"Allen, KS",495778,519797,553306,552376,576251,556971
20003,"Anderson, KS",234828,244185,264879,295960,356545,299113
20005,"Atchison, KS",721355,717844,708552,684803,678250,628585
20007,"Barber, KS",211551,186003,181930,182496,183584,194639
20009,"Barton, KS",1214744,1199661,1225253,1239409,1206722,1187074
20011,"Bourbon, KS",611851,658270,606149,590313,584400,609572
20013,"Brown, KS",515957,576127,574964,550605,619369,567476
20015,"Butler, KS",2363638,2399897,2486394,2463623,2548408,2359250
20017,"Chase, KS",114343,123374,117553,132574,134180,118310
20019,"Chautauqua, KS",71926,71610,68174,70934,72358,65838
20021,"Cherokee, KS",691377,758220,765135,827140,830606,872820
20023,"Cheyenne, KS",91485,112855,107676,122662,141419,117938
20025,"Clark, KS",181465,198187,181576,189060,203039,204115
20027,"Clay, KS",260309,276801,285913,282148,293291,224404
20029,"Cloud, KS",346389,368288,385909,398350,416705,385451
20031,"Coffey, KS",900870,838393,815820,872861,749211,645388
20033,"Comanche, KS",63149,54539,56176,52141,53964,69926
20035,"Cowley, KS",1364357,1385661,1292719,1243774,1317936,1279251
20037,"Crawford, KS",1668463,1772692,1717161,1674044,1694753,1682766
20039,"Decatur, KS",99368,107826,111069,132767,137567,193559
20041,"Dickinson, KS",645503,661670,641591,614462,681331,620230
20043,"Doniphan, KS",289459,267814,288698,270549,286711,225663
20045,"Douglas, KS",4987674,5123305,5148011,5029137,5178674,5219845
20047,"Edwards, KS",184704,176110,167243,163304,159431,145252
20049,"Elk, KS",86183,78357,77301,75815,76996,86517
20051,"Ellis, KS",1514715,1557782,1556539,1609266,1680506,1772342
20053,"Ellsworth, KS",250445,258974,270755,276802,271507,247611
20055,"Finney, KS",2194437,2280874,2130892,2148664,2273538,2287775
20057,"Ford, KS",2084408,2289802,2184374,2279348,2416136,2444691
20059,"Franklin, KS",866166,899548,902280,868004,899524,828942
20061,"Geary, KS",2962651,2946576,2888806,2935636,2976999,2885327
20063,"Gove, KS",143536,150373,150135,157336,196982,170892
20065,"Graham, KS",123976,125579,121746,125082,143367,119266
20067,"Grant, KS",468234,508991,382353,431389,419535,413414
20069,"Gray, KS",715892,675258,580023,569766,558866,615705
20071,"Greeley, KS",157154,148288,117104,127192,135263,180961
20073,"Greenwood, KS",151362,158546,154207,153057,147487,144373
20075,"Hamilton, KS",217067,227645,213469,227776,174459,157072
20077,"Harper, KS",262431,258329,274015,274187,280973,258604
20079,"Harvey, KS",1250787,1312989,1349722,1282312,1357386,1308772
20081,"Haskell, KS",447183,375174,260418,298325,295405,224265
20083,"Hodgeman, KS",115810,123610,105948,114619,108187,94995
20085,"Jackson, KS",369447,378454,364840,365533,388744,396755
20087,"Jefferson, KS",417398,421197,422558,435842,436563,372532
20089,"Jewell, KS",76977,107179,108138,108745,119115,64249
20091,"Johnson, KS",48087156,49385525,50607347,49932185,51001391,53507243
20093,"Kearny, KS",211864,199697,183038,199354,215817,203626
20095,"Kingman, KS",276804,284691,276320,351000,324457,282518
20097,"Kiowa, KS",117982,137477,113468,134861,132367,93673
20099,"Labette, KS",825088,851179,848548,820172,798368,814188
20101,"Lane, KS",126459,124333,106378,107308,109033,113134
20103,"Leavenworth, KS",2905840,2910279,2867175,2926106,2984552,2947593
20105,"Lincoln, KS",117016,116200,105081,130607,125129,106295
20107,"Linn, KS",419738,466810,484943,517632,509079,451765
20109,"Logan, KS",144340,140430,143058,153127,155575,140303
20111,"Lyon, KS",1355632,1514548,1436454,1427324,1462914,1488309
20113,"McPherson, KS",1989143,2158897,2159572,1961614,1890166,1892051
20115,"Marion, KS",351552,371935,400387,393333,387260,329419
20117,"Marshall, KS",543913,540897,542691,542386,546462,629467
20119,"Meade, KS",218424,240549,236243,225973,258919,248353
20121,"Miami, KS",910822,950878,970835,988715,1020360,1036518
20123,"Mitchell, KS",382662,425255,436690,489927,505485,465766
20125,"Montgomery, KS",1490898,1616568,1757229,1715257,1866698,1679946
20127,"Morris, KS",175046,205312,182670,192121,188441,180290
20129,"Morton, KS",141339,140064,116506,128276,139363,88545
20131,"Nemaha, KS",503754,506791,423689,468692,507936,545268
20133,"Neosho, KS",546388,552207,600137,562480,587208,554631
20135,"Ness, KS",159432,171456,173657,179920,184948,155108
20137,"Norton, KS",213657,216894,222914,245745,253938,277846
20139,"Osage, KS",287727,314987,302710,306465,319854,267672
20141,"Osborne, KS",167159,175200,170852,171140,168711,146770
20143,"Ottawa, KS",117621,118687,113939,120563,132786,105775
20145,"Pawnee, KS",286726,278211,273960,267214,274486,207240
20147,"Phillips, KS",296513,328094,341749,327181,371929,314766
20149,"Pottawatomie, KS",1442807,1433962,1229566,1229422,1322022,1295230
20151,"Pratt, KS",528894,546970,579504,560980,584511,539015
20153,"Rawlins, KS",109819,102912,105706,138239,163112,182086
20155,"Reno, KS",2468183,2514293,2572505,2570711,2615806,2611622
20157,"Republic, KS",202423,200325,206175,198221,215169,142944
20159,"Rice, KS",479834,491408,566139,504446,559710,573778
20161,"Riley, KS",2784460,2724412,2743635,2695463,2798593,2900047
20163,"Rooks, KS",209278,187726,178271,185573,190753,192187
20165,"Rush, KS",121373,140852,147175,146418,155513,126374
20167,"Russell, KS",304500,257398,253494,266926,284509,264048
20169,"Saline, KS",2918547,2930486,2887076,2722152,2902390,2976053
20171,"Scott, KS",421451,364205,264524,306020,314018,315023
20173,"Sedgwick, KS",31596869,31406937,31931117,30679155,31391701,32861513
20175,"Seward, KS",1264814,1272470,1159057,1222675,1315438,1283372
20177,"Shawnee, KS",10306991,10583689,10397869,10561918,10886577,11120208
20179,"Sheridan, KS",130203,103056,97848,137264,141607,98424
20181,"Sherman, KS",276863,287420,272751,295260,318041,312125
20183,"Smith, KS",124593,150260,156172,172622,192754,125507
20185,"Stafford, KS",155323,167150,163678,172276,172778,121139
20187,"Stanton, KS",174794,165335,191215,198148,203685,202953
20189,"Stevens, KS",338971,294758,282520,307229,344627,278293
20191,"Sumner, KS",659764,707713,730887,695651,718850,672118
20193,"Thomas, KS",474306,501070,501655,561862,595867,602163
20195,"Trego, KS",157198,168461,157518,158354,162687,145488
20197,"Wabaunsee, KS",136836,154331,146450,142864,147926,140492
20199,"Wallace, KS",75963,87540,88322,95342,94043,81758
20201,"Washington, KS",201302,218092,209654,228649,228803,181214
20203,"Wichita, KS",279819,248549,206794,193513,196454,200653
20205,"Wilson, KS",337743,333274,322999,300955,318525,300004
20207,"Woodson, KS",75144,73427,74978,74852,76019,71600
20209,"Wyandotte, KS",10936992,11442438,11528112,11304886,11307547,11381425
21001,"Adair, KY",357657,369778,376520,378892,383758,387875
21003,"Allen, KY",482434,490463,476496,439591,462813,501379
21005,"Anderson, KY",569020,557095,561160,545140,565617,592452
21007,"Ballard, KY",208717,197054,212425,215393,245219,241204
21009,"Barren, KY",1488402,1446166,1448156,1377158,1397031,1373614
21011,"Bath, KY",195652,204141,207131,193766,191058,191114
21013,"Bell, KY",771632,729923,752269,709082,731038,736844
21015,"Boone, KY",11207941,11626620,11919911,11914111,12588421,12487129
21017,"Bourbon, KY",939527,992759,956209,880117,877952,888977
21019,"Boyd, KY",3052721,3270517,3432163,2767388,2925887,2677107
21021,"Boyle, KY",1235101,1240150,1252340,1195245,1235169,1259016
21023,"Bracken, KY",153924,154674,156487,154792,163909,158892
21025,"Breathitt, KY",241615,241638,228372,205841,206415,208347
21027,"Breckinridge, KY",377034,360644,393641,374653,408267,389720
21029,"Bullitt, KY",2578475,2493234,2528604,2536921,2732030,2835527
21031,"Butler, KY",309367,288296,304501,294195,304976,300968
21033,"Caldwell, KY",385937,400752,390065,386936,422092,423288
21035,"Calloway, KY",1389520,1420842,1455474,1410822,1424034,1395496
21037,"Campbell, KY",3408213,3396964,3468181,3367409,3530601,3574511
21039,"Carlisle, KY",142697,137670,166024,159594,183501,179930
21041,"Carroll, KY",2037541,2108646,2067829,1822214,1894374,1959178
21043,"Carter, KY",520320,507782,492472,494461,489372,496913
21045,"Casey, KY",314616,317797,328782,345607,344283,333480
21047,"Christian, KY",5918555,5813723,5769579,5845841,6003910,5863865
21049,"Clark, KY",1562982,1560014,1560879,1497131,1524142,1554628
21051,"Clay, KY",350876,340696,345495,355765,353985,348105
21053,"Clinton, KY",339484,342069,330110,336194,339794,349851
21055,"Crittenden, KY",179251,182473,178709,169572,185482,175006
21057,"Cumberland, KY",144525,151514,159988,165042,159485,163099
21059,"Daviess, KY",4791905,4734463,4677584,4623651,4599632,4529411
21061,"Edmonson, KY",176273,176235,183687,181288,184378,185100
21063,"Elliott, KY",82495,81333,81490,77405,74866,80294
21065,"Estill, KY",214019,213550,218927,211717,208708,212300
21067,"Fayette, KY",19879688,20116961,20570897,19855647,20654079,21209754
21069,"Fleming, KY",286871,293384,312870,318876,320944,312849
21071,"Floyd, KY",1084448,1060569,1125158,1027176,1081480,1115923
21073,"Franklin, KY",3101078,3109449,3099335,3076775,3173545,3337094
21075,"Fulton, KY",195468,185165,197390,185773,210359,201766
21077,"Gallatin, KY",337151,300873,342087,347736,350125,358902
21079,"Garrard, KY",259677,265331,265537,253507,254237,258783
21081,"Grant, KY",531009,527418,523045,502610,562826,563507
21083,"Graves, KY",1217686,1232928,1214306,1186436,1250559,1324617
21085,"Grayson, KY",693086,686190,732507,713403,730829,730243
21087,"Green, KY",159635,154843,164635,175831,173339,159719
21089,"Greenup, KY",831240,891090,927712,794636,796813,768065
21091,"Hancock, KY",769009,727439,796558,780454,783988,827180
21093,"Hardin, KY",5213209,5148294,5282845,5193092,5444660,5566918
21095,"Harlan, KY",537474,538461,525151,473608,496123,557542
21097,"Harrison, KY",516544,558801,530757,501499,535094,528599
21099,"Hart, KY",555975,564499,589026,559966,572695,559944
21101,"Henderson, KY",2067297,1966114,2001873,1952564,1997129,1994337
21103,"Henry, KY",325683,320934,338548,312731,323680,324432
21105,"Hickman, KY",174979,180169,168977,137229,167958,183015
21107,"Hopkins, KY",1736180,1743095,1797953,1696850,1797360,1902259
21109,"Jackson, KY",160017,155945,165220,166724,159640,164146
21111,"Jefferson, KY",54008492,54649308,57321878,56347937,58631608,59529847
21113,"Jessamine, KY",1973816,2060469,2060948,2074597,2042712,2047343
21115,"Johnson, KY",447877,441111,455156,425395,426708,431715
21117,"Kenton, KY",7512140,8097462,8655484,8957085,9452970,9574067
21119,"Knott, KY",206570,215956,217022,213952,200325,198290
21121,"Knox, KY",660607,637358,633410,605194,616157,618978
21123,"Larue, KY",228924,237794,228462,228157,244720,215651
21125,"Laurel, KY",2149482,2143677,2143365,2154785,2199953,2215698
21127,"Lawrence, KY",324283,336625,353225,352256,346069,338728
21129,"Lee, KY",120223,127550,127161,124867,120832,118993
21131,"Leslie, KY",164691,173835,163890,149921,138808,143755
21133,"Letcher, KY",348722,374129,356836,330865,357047,389631
21135,"Lewis, KY",184484,194122,203386,196571,198315,186308
21137,"Lincoln, KY",413792,410245,419054,409538,415980,415937
21139,"Livingston, KY",276258,275301,276294,300651,307934,307430
21141,"Logan, KY",1047706,998900,1120649,1104960,1109797,1064153
21143,"Lyon, KY",224702,220798,220420,221745,218315,223901
21145,"McCracken, KY",4410502,4313099,4366936,4297994,4749034,4733470
21147,"McCreary, KY",250252,255921,257002,262216,263866,250844
21149,"McLean, KY",283669,282268,264486,195274,228040,257976
21151,"Madison, KY",3002324,2989070,3035165,2900677,3032485,3106363
21153,"Magoffin, KY",144917,154247,162116,148711,147905,143688
21155,"Marion, KY",887076,896594,921460,889636,925930,923442
21157,"Marshall, KY",1488790,1437116,1537127,1626280,1607175,1657667
21159,"Martin, KY",267489,236886,235076,193631,191410,184594
21161,"Mason, KY",1053767,1093443,1070801,1073417,1148123,1171645
21163,"Meade, KY",497103,492048,538061,546457,632304,629559
21165,"Menifee, KY",81975,85348,89964,89441,90027,85749
21167,"Mercer, KY",847826,889301,804177,752709,797986,863461
21169,"Metcalfe, KY",188517,181638,180586,175465,191110,188163
21171,"Monroe, KY",297744,306140,306228,300158,307865,326476
21173,"Montgomery, KY",985605,1004259,1015894,972650,1015943,1072089
21175,"Morgan, KY",248437,251795,263729,251029,251875,253485
21177,"Muhlenberg, KY",1181083,1220288,1226802,1073223,1040525,1123541
21179,"Nelson, KY",1624749,1620512,1614069,1603205,1710873,1735012
21181,"Nicholas, KY",98428,92701,97028,89007,96696,88851
21183,"Ohio, KY",924268,895342,859538,730570,781644,814518
21185,"Oldham, KY",1915327,1906070,1956803,1806488,1930809,1974160
21187,"Owen, KY",200127,189001,181216,169919,176337,176607
21189,"Owsley, KY",51919,53019,50800,48629,52230,49626
21191,"Pendleton, KY",283468,281488,280867,275526,289242,296608
21193,"Perry, KY",956402,961563,942187,895596,908060,948549
21195,"Pike, KY",2046326,2033512,2032041,1887284,1889831,1924074
21197,"Powell, KY",211932,224137,226372,224618,228964,225448
21199,"Pulaski, KY",2092968,2191709,2254618,2118197,2220083,2207694
21201,"Robertson, KY",25031,25529,26108,26663,28338,27790
21203,"Rockcastle, KY",322635,315894,338213,336568,331754,348474
21205,"Rowan, KY",742701,763652,764704,722906,736875,749429
21207,"Russell, KY",551600,585679,619595,626820,623168,696562
21209,"Scott, KY",3202778,3582787,3690241,3425678,3429179,3580949
21211,"Shelby, KY",1645345,1703738,1680052,1603919,1683943,1654144
21213,"Simpson, KY",845373,908144,991035,934636,967469,949882
21215,"Spencer, KY",274971,274929,283039,300537,309066,313513
21217,"Taylor, KY",871549,855459,881693,878446,834954,821633
21219,"Todd, KY",324448,312226,337587,337996,379383,391143
21221,"Trigg, KY",269912,266051,284458,264809,280408,270382
21223,"Trimble, KY",518024,502759,512604,527364,532461,637372
21225,"Union, KY",609821,607530,682812,728364,713915,799913
21227,"Warren, KY",6216395,6175925,6519081,6506302,6981126,7352178
21229,"Washington, KY",339747,346318,325917,308545,328720,327620
21231,"Wayne, KY",421624,434780,444490,427910,436188,419934
21233,"Webster, KY",571367,574411,507699,367633,444715,385441
21235,"Whitley, KY",1021761,1035229,1068609,1035280,1079309,1103467
21237,"Wolfe, KY",98836,101795,98137,103944,111677,111185
21239,"Woodford, KY",1112455,1155338,1188364,1109612,1139695,1170602
22001,"Acadia, LA",1579324,1603955,1549092,1551990,1484912,1470411
22003,"Allen, LA",703014,717493,704916,696572,702034,702344
22005,"Ascension, LA",8222868,8587975,8905634,8044486,8300163,8759357
22007,"Assumption, LA",470291,485020,502251,460475,485503,457269
22009,"Avoyelles, LA",911715,932897,920443,902852,888729,827300
22011,"Beauregard, LA",995535,1117402,1158750,1243997,1162765,1177814
22013,"Bienville, LA",549223,545158,520022,535432,594755,577741
22015,"Bossier, LA",5236297,5387741,5424200,5161974,5403743,5398850
22017,"Caddo, LA",12698260,12980122,13234570,12532871,13019705,13128753
22019,"Calcasieu, LA",14990636,14780114,15516071,12601171,13134933,12477178
22021,"Caldwell, LA",188215,191579,196949,189454,189316,182052
22023,"Cameron, LA",1652487,1617342,1310878,1020192,1107695,805003
22025,"Catahoula, LA",176572,167101,179492,182219,180073,161120
22027,"Claiborne, LA",409234,409376,395228,359332,371542,389024
22029,"Concordia, LA",556070,566889,580443,566186,569339,548431
22031,"De Soto, LA",2143249,2314120,2630900,2342941,2340049,2065912
22033,"East Baton Rouge, LA",33886953,36699917,34763581,32240835,32499972,33011806
22035,"East Carroll, LA",180226,171355,160578,162797,161825,132565
22037,"East Feliciana, LA",487078,510467,504254,477560,474372,471478
22039,"Evangeline, LA",860264,852630,877191,855330,779398,837348
22041,"Franklin, LA",434581,447687,475029,474776,471791,423767
22043,"Grant, LA",374953,383769,372402,383526,399608,437946
22045,"Iberia, LA",3017553,3113788,3093863,2888994,2757672,2633763
22047,"Iberville, LA",2670278,2585594,2621503,2479355,2328243,2184870
22049,"Jackson, LA",461629,460296,465368,491278,467693,473408
22051,"Jefferson, LA",23753659,23670012,23999402,22601346,23724906,23989257
22053,"Jefferson Davis, LA",873265,858035,846667,845565,790992,772006
22055,"Lafayette, LA",13732242,14479663,14400378,13832850,14250880,14294888
22057,"Lafourche, LA",3894504,3983611,4012084,3835654,3765723,3781568
22059,"LaSalle, LA",422686,466756,492719,454749,426048,419832
22061,"Lincoln, LA",2213150,2186602,2125946,1995745,2054052,1990618
22063,"Livingston, LA",2891747,3173272,3289250,3136184,3226276,3136007
22065,"Madison, LA",372472,369962,373613,343678,356017,304358
22067,"Morehouse, LA",584623,578550,588921,592120,577892,524454
22069,"Natchitoches, LA",1412923,1395288,1442289,1425775,1552882,1548969
22071,"Orleans, LA",23831419,24035109,24277820,22296618,22787094,22936957
22073,"Ouachita, LA",7231511,7375547,7125607,6919795,6924883,7073915
22075,"Plaquemines, LA",3011481,2951476,3051850,2591466,2449120,2248924
22077,"Pointe Coupee, LA",858965,833971,824875,710890,797356,788377
22079,"Rapides, LA",5706755,5777296,5774187,5637384,5727876,5578425
22081,"Red River, LA",599235,612730,677286,619217,681786,621549
22083,"Richland, LA",640484,640908,685537,674267,667763,644102
22085,"Sabine, LA",680607,765707,826596,806091,913579,960989
22087,"St. Bernard, LA",1880424,1901088,1378286,1263528,1204829,1150352
22089,"St. Charles, LA",7586060,7217103,7811767,7083422,7478881,6858830
22091,"St. Helena, LA",171398,200607,208471,189233,197155,190146
22093,"St. James, LA",3002750,2952704,2810109,2209023,2145192,1980326
22095,"St. John the Baptist, LA",3345011,3307812,3496173,2610512,2606424,2337058
22097,"St. Landry, LA",2441672,2383505,2459571,2358368,2363324,2266361
22099,"St. Martin, LA",1312763,1324218,1346187,1259995,1298724,1314766
22101,"St. Mary, LA",2484902,2531072,2514045,2451396,2570321,2603126
22103,"St. Tammany, LA",11814260,12125284,12586003,12160269,12741717,12632480
22105,"Tangipahoa, LA",4086210,4096259,4338972,4222957,4382166,4299158
22107,"Tensas, LA",134527,128601,131616,117312,131168,106087
22109,"Terrebonne, LA",5346558,5596573,5526732,5115326,5054913,5031608
22111,"Union, LA",514670,513725,489274,457339,469123,517397
22113,"Vermilion, LA",1473678,1521097,1446203,1392073,1414952,1319736
22115,"Vernon, LA",2054837,2002190,2043261,2025884,2090348,2044156
22117,"Washington, LA",1120766,1126219,1112481,1034778,1043186,1020912
